id,inspection_id,code,description,critical_flag
460,457,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
461,458,,,Not Applicable
462,459,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer's refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical
463,460,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical
464,289,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
465,461,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical
466,462,18-12,"Document issued by the Board of Health, Commissioner or Department reproduced or altered. False, untrue or misleading statement or document made to, submitted or filed with the Department",Not Critical
467,463,19-10,Failure to display required signage about plastic straw availability,Not Critical
468,464,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical
469,465,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
470,466,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
471,467,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical
472,468,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer's refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical
473,469,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
474,470,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical
475,471,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer's refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical
476,472,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer's refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical
477,473,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical
478,474,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
479,475,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical
480,476,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
481,477,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical
482,478,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
483,479,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical
484,480,02B,Hot TCS food item not held at or above 140 F.,Critical
485,481,02B,Hot TCS food item not held at or above 140 F.,Critical
486,482,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
487,483,,,Not Applicable
488,484,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical
489,485,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical
490,486,20-08,Failure to post or conspicuously post healthy eating information,Not Critical
491,487,02G,Cold TCS food item held above 41 F; smoked or processed fish held above 38 F; intact raw eggs held above 45 F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical
492,488,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical
493,489,20-08,Failure to post or conspicuously post healthy eating information,Not Critical
494,490,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical
495,491,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical
496,492,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical
497,493,02G,Cold TCS food item held above 41 F; smoked or processed fish held above 38 F; intact raw eggs held above 45 F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical
498,494,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical
499,495,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical
500,496,02G,Cold TCS food item held above 41 F; smoked or processed fish held above 38 F; intact raw eggs held above 45 F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical
501,497,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical
502,498,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical
503,499,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
504,500,02B,Hot TCS food item not held at or above 140 F.,Critical
505,501,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
506,502,02G,Cold TCS food item held above 41 F; smoked or processed fish held above 38 F; intact raw eggs held above 45 F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical
507,503,02B,Hot TCS food item not held at or above 140 F.,Critical
508,504,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical
509,505,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical
510,506,20-01,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical
511,507,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment's food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical
512,508,03B,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",Critical
513,509,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical
514,510,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
515,511,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
516,243,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical
517,512,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
518,232,02G,Cold TCS food item held above 41 F; smoked or processed fish held above 38 F; intact raw eggs held above 45 F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical
